start,end,levelPrice,categories,tag
2026.01.26,2026.01.30,7140,weekly,weeklyUp5
2026.01.26,2026.01.30,7185,weekly,weeklyUp6
2026.01.26,2026.01.30,6923,weekly_stacked_monday_tuesday,weeklyDown1
2026.01.26,2026.01.30,6855,weekly,weeklyDown2
2026.01.26,2026.01.30,6825,weekly,weeklyDown3
2026.01.26,2026.01.30,6775,weekly,weeklyDown4
2026.01.26,2026.01.30,6725,weekly,weeklyDown5
2026.01.26,2026.01.26,6994,daily_monday,dailyUp1
2026.01.26,2026.01.26,7015,daily_monday,dailyUp2
2026.01.26,2026.01.26,6931,daily_monday,dailyDown1
2026.01.26,2026.01.26,6894,daily_monday,dailyDown3
2026.01.27,2026.01.27,6969,daily_tuesday_smash,dailySmash
2026.01.27,2026.01.27,6994,daily_tuesday,dailyUp1
2026.01.27,2026.01.27,7015,daily_tuesday,dailyUp2
2026.01.27,2026.01.27,6952,daily_tuesday,dailyDown1
2026.01.27,2026.01.27,6931,daily_tuesday,dailyDown2
2026.01.28,2026.01.28,7017,daily_wednesday_smash,dailySmash
2026.01.28,2026.01.28,7053,daily_wednesday,dailyUp2
2026.01.28,2026.01.28,7070,daily_wednesday,dailyUp3
2026.01.28,2026.01.28,6994,daily_wednesday,dailyDown1
2026.01.28,2026.01.28,6969,daily_wednesday,dailyDown2
2026.01.28,2026.01.28,6952,daily_wednesday,dailyDown3
2026.01.29,2026.01.29,7016,daily_thursday_smash,dailySmash
2026.01.29,2026.01.29,7043,daily_thursday,dailyUp1
2026.01.29,2026.01.29,7070,daily_thursday,dailyUp2
2026.01.29,2026.01.29,6994,daily_thursday,dailyDown1
2026.01.29,2026.01.29,6969,daily_thursday,dailyDown2
2026.01.29,2026.01.29,6952,daily_thursday,dailyDown3
2026.01.30,2026.01.30,6994,daily_friday_smash,dailySmash
2026.01.30,2026.01.30,7015,daily_friday,dailyUp1
2026.01.30,2026.01.30,7043,daily_friday,dailyUp2
2026.01.30,2026.01.30,6969,daily_friday,dailyDown1
2026.01.30,2026.01.30,6952,daily_friday,dailyDown2
2026.01.30,2026.01.30,6927,daily_friday,dailyDown3
2026.02.02,2026.02.06,6994,weekly_smash_stacked_monday_tuesday,weeklySmash
2026.02.02,2026.02.06,7031,weekly,weeklyUp1
2026.02.02,2026.02.06,7043,weekly_stacked_tuesday,weeklyUp2
2026.02.02,2026.02.06,7095,weekly,weeklyUp3
2026.02.02,2026.02.06,7125,weekly,weeklyUp4
2026.02.02,2026.02.06,7140,weekly,weeklyUp5
2026.02.02,2026.02.06,7185,weekly,weeklyUp6
2026.02.02,2026.02.06,6927,weekly_stacked_monday_thursday_wednesday,weeklyDown1
2026.02.02,2026.02.06,6855,weekly,weeklyDown2
2026.02.02,2026.02.06,6825,weekly,weeklyDown3
2026.02.02,2026.02.06,6775,weekly,weeklyDown4
2026.02.02,2026.02.06,6725,weekly,weeklyDown5
2026.02.02,2026.02.02,6975,daily_monday_smash,dailySmash
2026.02.02,2026.02.02,7015,daily_monday,dailyUp2
2026.02.02,2026.02.02,6952,daily_monday,dailyDown1
2026.02.02,2026.02.02,6894,daily_monday,dailyDown3
2026.02.03,2026.02.03,7017,daily_tuesday,dailyUp1
2026.02.03,2026.02.03,6971,daily_tuesday,dailyDown1
2026.02.03,2026.02.03,6952,daily_tuesday,dailyDown2
2026.02.04,2026.02.04,6952,daily_wednesday_smash,dailySmash
2026.02.04,2026.02.04,6984,daily_wednesday,dailyUp1
2026.02.04,2026.02.04,7010,daily_wednesday,dailyUp2
2026.02.04,2026.02.04,6894,daily_wednesday,dailyDown2
2026.02.05,2026.02.05,6898,daily_thursday_smash,dailySmash
2026.02.05,2026.02.05,6952,daily_thursday,dailyUp2
2026.02.05,2026.02.05,6984,daily_thursday,dailyUp3
2026.02.05,2026.02.05,6868,daily_thursday,dailyDown1
2026.02.05,2026.02.05,6848,daily_thursday,dailyDown2
2026.02.06,2026.02.06,6805,daily_friday_smash,dailySmash
2026.02.06,2026.02.06,6822,daily_friday,dailyUp1
2026.02.06,2026.02.06,6868,daily_friday,dailyUp2
2026.02.06,2026.02.06,6898,daily_friday,dailyUp3
2026.02.06,2026.02.06,6778,daily_friday,dailyDown1
2026.02.06,2026.02.06,6741,daily_friday,dailyDown2
2026.02.09,2026.02.13,6944,weekly_smash_stacked_monday_thursday_tuesday_wednesday,weeklySmash
2026.02.09,2026.02.13,7031,weekly,weeklyUp1
2026.02.09,2026.02.13,7090,weekly,weeklyUp2
2026.02.09,2026.02.13,7120,weekly,weeklyUp3
2026.02.09,2026.02.13,7160,weekly,weeklyUp4
2026.02.09,2026.02.13,7210,weekly,weeklyUp5
2026.02.09,2026.02.13,6880,weekly_stacked_monday,weeklyDown1
2026.02.09,2026.02.13,6810,weekly,weeklyDown2
2026.02.09,2026.02.13,6780,weekly_stacked_friday,weeklyDown3
2026.02.09,2026.02.13,6725,weekly,weeklyDown4
2026.02.09,2026.02.13,6670,weekly,weeklyDown5
2026.02.09,2026.02.09,6966,daily_monday,dailyUp1
2026.02.09,2026.02.09,6984,daily_monday,dailyUp2
2026.02.09,2026.02.09,7010,daily_monday,dailyUp3
2026.02.09,2026.02.09,6927,daily_monday,dailyDown1
2026.02.09,2026.02.09,6907,daily_monday,dailyDown2
2026.02.10,2026.02.10,6971,daily_tuesday_smash,dailySmash
2026.02.10,2026.02.10,6998,daily_tuesday,dailyUp1
2026.02.10,2026.02.10,7017,daily_tuesday,dailyUp2
2026.02.10,2026.02.10,7043,daily_tuesday,dailyUp3
2026.02.10,2026.02.10,6927,daily_tuesday,dailyDown2
2026.02.11,2026.02.11,6971,daily_wednesday_smash,dailySmash
2026.02.11,2026.02.11,6998,daily_wednesday,dailyUp1
2026.02.11,2026.02.11,7017,daily_wednesday,dailyUp2
2026.02.11,2026.02.11,6927,daily_wednesday,dailyDown2
2026.02.11,2026.02.11,6907,daily_wednesday,dailyDown3
2026.02.12,2026.02.12,6976,daily_thursday_smash,dailySmash
2026.02.12,2026.02.12,6999,daily_thursday,dailyUp1
2026.02.12,2026.02.12,7017,daily_thursday,dailyUp2
2026.02.12,2026.02.12,6927,daily_thursday,dailyDown2
2026.02.12,2026.02.12,6907,daily_thursday,dailyDown3
2026.02.13,2026.02.13,6860,daily_friday_smash,dailySmash
2026.02.13,2026.02.13,6897,daily_friday,dailyUp1
2026.02.13,2026.02.13,6927,daily_friday,dailyUp2
2026.02.13,2026.02.13,6822,daily_friday,dailyDown1
2026.02.13,2026.02.13,6805,daily_friday,dailyDown2
2026.02.16,2026.02.20,6890,weekly_smash_stacked_friday_wednesday,weeklySmash
2026.02.16,2026.02.20,6960,weekly_stacked_thursday,weeklyUp1
2026.02.16,2026.02.20,7010,weekly,weeklyUp2
2026.02.16,2026.02.20,7045,weekly,weeklyUp3
2026.02.16,2026.02.20,7092,weekly,weeklyUp4
2026.02.16,2026.02.20,7145,weekly,weeklyUp5
2026.02.16,2026.02.20,6805,weekly_stacked_friday_wednesday,weeklyDown1
2026.02.16,2026.02.20,6705,weekly,weeklyDown2
2026.02.16,2026.02.20,6670,weekly,weeklyDown3
2026.02.16,2026.02.20,6592,weekly,weeklyDown4
2026.02.18,2026.02.18,6867,daily_wednesday_smash,dailySmash
2026.02.18,2026.02.18,6927,daily_wednesday,dailyUp2
2026.02.18,2026.02.18,6842,daily_wednesday,dailyDown1
2026.02.18,2026.02.18,6780,daily_wednesday,dailyDown3
2026.02.19,2026.02.19,6906,daily_thursday_smash,dailySmash
2026.02.19,2026.02.19,6927,daily_thursday,dailyUp1
2026.02.19,2026.02.19,6875,daily_thursday,dailyDown1
2026.02.19,2026.02.19,6842,daily_thursday,dailyDown2
2026.02.20,2026.02.20,6860,daily_friday_smash,dailySmash
2026.02.20,2026.02.20,6906,daily_friday,dailyUp2
2026.02.20,2026.02.20,6927,daily_friday,dailyUp3
2026.02.20,2026.02.20,6842,daily_friday,dailyDown1
2026.02.23,2026.02.27,6960,weekly_smash_stacked_friday_monday_thursday_wednesday,weeklySmash
2026.02.23,2026.02.27,7031,weekly,weeklyUp1
2026.02.23,2026.02.27,7043,weekly,weeklyUp2
2026.02.23,2026.02.27,7080,weekly,weeklyUp3
2026.02.23,2026.02.27,7110,weekly,weeklyUp4
2026.02.23,2026.02.27,7145,weekly,weeklyUp5
2026.02.23,2026.02.27,7200,weekly,weeklyUp6
2026.02.23,2026.02.27,6890,weekly_stacked_monday,weeklyDown1
2026.02.23,2026.02.27,6805,weekly_stacked_tuesday,weeklyDown2
2026.02.23,2026.02.27,6775,weekly_stacked_tuesday,weeklyDown3
2026.02.23,2026.02.27,6705,weekly,weeklyDown4
2026.02.23,2026.02.27,6670,weekly,weeklyDown5
2026.02.23,2026.02.23,6910,daily_monday_smash,dailySmash
2026.02.23,2026.02.23,6927,daily_monday,dailyUp1
2026.02.23,2026.02.23,6998,daily_monday,dailyUp3
2026.02.23,2026.02.23,6860,daily_monday,dailyDown2
2026.02.24,2026.02.24,6869,daily_tuesday_smash,dailySmash
2026.02.24,2026.02.24,6893,daily_tuesday,dailyUp1
2026.02.24,2026.02.24,6927,daily_tuesday,dailyUp2
2026.02.24,2026.02.24,6836,daily_tuesday,dailyDown1
2026.02.25,2026.02.25,6894,daily_wednesday_smash,dailySmash
2026.02.25,2026.02.25,6911,daily_wednesday,dailyUp1
2026.02.25,2026.02.25,6927,daily_wednesday,dailyUp2
2026.02.25,2026.02.25,6869,daily_wednesday,dailyDown1
2026.02.25,2026.02.25,6833,daily_wednesday,dailyDown2
2026.02.26,2026.02.26,6976,daily_thursday,dailyUp1
2026.02.26,2026.02.26,6993,daily_thursday,dailyUp2
2026.02.26,2026.02.26,7017,daily_thursday,dailyUp3
2026.02.26,2026.02.26,6948,daily_thursday,dailyDown1
2026.02.26,2026.02.26,6927,daily_thursday,dailyDown2
2026.02.26,2026.02.26,6912,daily_thursday,dailyDown3
2026.02.27,2026.02.27,6927,daily_friday_smash,dailySmash
2026.02.27,2026.02.27,6976,daily_friday,dailyUp2
2026.02.27,2026.02.27,6904,daily_friday,dailyDown1
2026.02.27,2026.02.27,6880,daily_friday,dailyDown2
2026.02.27,2026.02.27,6849,daily_friday,dailyDown3
2026.03.02,2026.03.06,6880,weekly_smash_stacked_monday_tuesday_wednesday,weeklySmash
2026.03.02,2026.03.06,6960,weekly_stacked_monday_thursday_tuesday,weeklyUp1
2026.03.02,2026.03.06,7030,weekly,weeklyUp2
2026.03.02,2026.03.06,7060,weekly,weeklyUp3
2026.03.02,2026.03.06,7120,weekly,weeklyUp4
2026.03.02,2026.03.06,7160,weekly,weeklyUp5
2026.03.02,2026.03.06,6805,weekly,weeklyDown1
2026.03.02,2026.03.06,6730,weekly,weeklyDown2
2026.03.02,2026.03.06,6700,weekly,weeklyDown3
2026.03.02,2026.03.06,6670,weekly,weeklyDown4
2026.03.02,2026.03.06,6592,weekly,weeklyDown5
2026.03.02,2026.03.02,6904,daily_monday,dailyUp1
2026.03.02,2026.03.02,6927,daily_monday,dailyUp2
2026.03.02,2026.03.02,6852,daily_monday,dailyDown1
2026.03.02,2026.03.02,6829,daily_monday,dailyDown2
2026.03.03,2026.03.03,6904,daily_tuesday,dailyUp1
2026.03.03,2026.03.03,6927,daily_tuesday,dailyUp2
2026.03.03,2026.03.03,6844,daily_tuesday,dailyDown1
2026.03.03,2026.03.03,6825,daily_tuesday,dailyDown2
2026.03.04,2026.03.04,6808,daily_wednesday_smash,dailySmash
2026.03.04,2026.03.04,6843,daily_wednesday,dailyUp1
2026.03.04,2026.03.04,6904,daily_wednesday,dailyUp3
2026.03.04,2026.03.04,6784,daily_wednesday,dailyDown1
2026.03.04,2026.03.04,6748,daily_wednesday,dailyDown2
2026.03.05,2026.03.05,6886,daily_thursday_smash,dailySmash
2026.03.05,2026.03.05,6904,daily_thursday,dailyUp1
2026.03.05,2026.03.05,6927,daily_thursday,dailyUp2
2026.03.05,2026.03.05,6858,daily_thursday,dailyDown1
2026.03.05,2026.03.05,6839,daily_thursday,dailyDown2
2026.03.05,2026.03.05,6808,daily_thursday,dailyDown3
2026.03.06,2026.03.06,6815,daily_friday_smash,dailySmash
2026.03.06,2026.03.06,6850,daily_friday,dailyUp1
2026.03.06,2026.03.06,6882,daily_friday,dailyUp2
2026.03.06,2026.03.06,6904,daily_friday,dailyUp3
2026.03.06,2026.03.06,6791,daily_friday,dailyDown1
2026.03.06,2026.03.06,6748,daily_friday,dailyDown2
2026.03.09,2026.03.13,6791,weekly_smash_stacked_monday,weeklySmash
2026.03.09,2026.03.13,6880,weekly_stacked_tuesday_wednesday,weeklyUp1
2026.03.09,2026.03.13,6930,weekly,weeklyUp2
2026.03.09,2026.03.13,6960,weekly,weeklyUp3
2026.03.09,2026.03.13,6692,weekly_stacked_friday_monday,weeklyDown1
2026.03.09,2026.03.13,6670,weekly_stacked_monday,weeklyDown2
2026.03.09,2026.03.13,6570,weekly,weeklyDown3
2026.03.09,2026.03.13,6540,weekly,weeklyDown4
2026.03.09,2026.03.13,6470,weekly,weeklyDown5
2026.03.09,2026.03.09,6762,daily_monday_smash,dailySmash
2026.03.09,2026.03.09,6815,daily_monday,dailyUp2
2026.03.09,2026.03.09,6836,daily_monday,dailyUp3
2026.03.09,2026.03.09,6726,daily_monday,dailyDown1
2026.03.10,2026.03.10,6778,daily_tuesday_smash,dailySmash
2026.03.10,2026.03.10,6819,daily_tuesday,dailyUp1
2026.03.10,2026.03.10,6850,daily_tuesday,dailyUp2
2026.03.10,2026.03.10,6741,daily_tuesday,dailyDown1
2026.03.10,2026.03.10,6700,daily_tuesday,dailyDown2
2026.03.11,2026.03.11,6772,daily_wednesday_smash,dailySmash
2026.03.11,2026.03.11,6806,daily_wednesday,dailyUp1
2026.03.11,2026.03.11,6839,daily_wednesday,dailyUp2
2026.03.11,2026.03.11,6741,daily_wednesday,dailyDown1
2026.03.11,2026.03.11,6700,daily_wednesday,dailyDown2
2026.03.12,2026.03.12,6769,daily_thursday_smash,dailySmash
2026.03.12,2026.03.12,6800,daily_thursday,dailyUp1
2026.03.12,2026.03.12,6839,daily_thursday,dailyUp2
2026.03.12,2026.03.12,6741,daily_thursday,dailyDown1
2026.03.12,2026.03.12,6700,daily_thursday,dailyDown2
2026.03.13,2026.03.13,6726,daily_friday,dailyUp1
2026.03.13,2026.03.13,6749,daily_friday,dailyUp2
2026.03.13,2026.03.13,6770,daily_friday,dailyUp3
2026.03.13,2026.03.13,6658,daily_friday,dailyDown1
2026.03.13,2026.03.13,6625,daily_friday,dailyDown2
2026.03.13,2026.03.13,6600,daily_friday,dailyDown3
2026.03.19,2026.03.19,6692,daily_thursday_smash,dailySmash
2026.03.19,2026.03.19,6715,daily_thursday,dailyUp1
2026.03.19,2026.03.19,6737,daily_thursday,dailyUp2
2026.03.19,2026.03.19,6764,daily_thursday,dailyUp3
2026.03.19,2026.03.19,6665,daily_thursday,dailyDown1
2026.03.19,2026.03.19,6636,daily_thursday,dailyDown2
2026.03.19,2026.03.19,6600,daily_thursday,dailyDown3
2026.03.20,2026.03.20,6669,daily_friday_smash,dailySmash
2026.03.20,2026.03.20,6692,daily_friday,dailyUp1
2026.03.20,2026.03.20,6715,daily_friday,dailyUp2
2026.03.20,2026.03.20,6737,daily_friday,dailyUp3
2026.03.20,2026.03.20,6636,daily_friday,dailyDown1
2026.03.20,2026.03.20,6600,daily_friday,dailyDown2
2026.03.20,2026.03.20,6568,daily_friday,dailyDown3
2026.03.23,2026.03.27,6616,weekly_smash_stacked_monday_tuesday,weeklySmash
2026.03.23,2026.03.27,6692,weekly_stacked_thursday_tuesday_wednesday,weeklyUp1
2026.03.23,2026.03.27,6755,weekly,weeklyUp2
2026.03.23,2026.03.27,6785,weekly,weeklyUp3
2026.03.23,2026.03.27,6840,weekly,weeklyUp4
2026.03.23,2026.03.27,6880,weekly,weeklyUp5
2026.03.23,2026.03.27,6511,weekly_stacked_friday_monday_wednesday,weeklyDown1
2026.03.23,2026.03.27,6446,weekly_stacked_friday,weeklyDown2
2026.03.23,2026.03.27,6360,weekly,weeklyDown3
2026.03.23,2026.03.27,6330,weekly,weeklyDown4
2026.03.23,2026.03.27,6280,weekly,weeklyDown5
2026.03.23,2026.03.23,6581,daily_monday_smash,dailySmash
2026.03.23,2026.03.23,6643,daily_monday,dailyUp2
2026.03.23,2026.03.23,6544,daily_monday,dailyDown1
2026.03.23,2026.03.23,6470,daily_monday,dailyDown3
2026.03.24,2026.03.24,6658,daily_tuesday,dailyUp1
2026.03.24,2026.03.24,6715,daily_tuesday,dailyUp3
2026.03.24,2026.03.24,6581,daily_tuesday,dailyDown1
2026.03.24,2026.03.24,6544,daily_tuesday,dailyDown2
2026.03.25,2026.03.25,6611,daily_wednesday_smash,dailySmash
2026.03.25,2026.03.25,6636,daily_wednesday,dailyUp1
2026.03.25,2026.03.25,6658,daily_wednesday,dailyUp2
2026.03.25,2026.03.25,6586,daily_wednesday,dailyDown1
2026.03.25,2026.03.25,6544,daily_wednesday,dailyDown2
2026.03.26,2026.03.26,6631,daily_thursday_smash,dailySmash
2026.03.26,2026.03.26,6662,daily_thursday,dailyUp1
2026.03.26,2026.03.26,6715,daily_thursday,dailyUp3
2026.03.26,2026.03.26,6611,daily_thursday,dailyDown1
2026.03.26,2026.03.26,6586,daily_thursday,dailyDown2
2026.03.26,2026.03.26,6544,daily_thursday,dailyDown3
2026.03.27,2026.03.27,6549,daily_friday_smash,dailySmash
2026.03.27,2026.03.27,6580,daily_friday,dailyUp1
2026.03.27,2026.03.27,6611,daily_friday,dailyUp2
2026.03.27,2026.03.27,6470,daily_friday,dailyDown2
2026.03.30,2026.04.03,6446,weekly_smash_stacked_monday_tuesday,weeklySmash
2026.03.30,2026.04.03,6520,weekly,weeklyUp1
2026.03.30,2026.04.03,6605,weekly,weeklyUp2
2026.03.30,2026.04.03,6635,weekly_stacked_thursday_wednesday,weeklyUp3
2026.03.30,2026.04.03,6692,weekly_stacked_thursday,weeklyUp4
2026.03.30,2026.04.03,6764,weekly,weeklyUp5
2026.03.30,2026.04.03,6350,weekly,weeklyDown1
2026.03.30,2026.04.03,6328,weekly_stacked_monday_tuesday,weeklyDown2
2026.03.30,2026.04.03,6250,weekly,weeklyDown3
2026.03.30,2026.04.03,6220,weekly,weeklyDown4
2026.03.30,2026.04.03,6166,weekly,weeklyDown5
2026.03.30,2026.04.03,6081,weekly,weeklyDown6
2026.03.30,2026.03.30,6412,daily_monday_smash,dailySmash
2026.03.30,2026.03.30,6467,daily_monday,dailyUp2
2026.03.30,2026.03.30,6496,daily_monday,dailyUp3
2026.03.30,2026.03.30,6370,daily_monday,dailyDown1
2026.03.30,2026.03.30,6345,daily_monday,dailyDown2
2026.03.31,2026.03.31,6412,daily_tuesday_smash,dailySmash
2026.03.31,2026.03.31,6468,daily_tuesday,dailyUp2
2026.03.31,2026.03.31,6370,daily_tuesday,dailyDown1
2026.03.31,2026.03.31,6299,daily_tuesday,dailyDown3
2026.04.01,2026.04.01,6566,daily_wednesday_smash,dailySmash
2026.04.01,2026.04.01,6611,daily_wednesday,dailyUp1
2026.04.01,2026.04.01,6529,daily_wednesday,dailyDown1
2026.04.01,2026.04.01,6497,daily_wednesday,dailyDown2
2026.04.02,2026.04.02,6606,daily_thursday_smash,dailySmash
2026.04.02,2026.04.02,6667,daily_thursday,dailyUp2
2026.04.02,2026.04.02,6583,daily_thursday,dailyDown1
2026.04.02,2026.04.02,6566,daily_thursday,dailyDown2
2026.04.02,2026.04.02,6529,daily_thursday,dailyDown3
2026.04.06,2026.04.10,6575,weekly_smash_stacked_monday,weeklySmash
2026.04.06,2026.04.10,6635,weekly_stacked_monday,weeklyUp1
2026.04.06,2026.04.10,6692,weekly_stacked_monday,weeklyUp2
2026.04.06,2026.04.10,6760,weekly,weeklyUp3
2026.04.06,2026.04.10,6790,weekly,weeklyUp4
2026.04.06,2026.04.10,6840,weekly,weeklyUp5
2026.04.06,2026.04.10,6497,weekly,weeklyDown1
2026.04.06,2026.04.10,6445,weekly,weeklyDown2
2026.04.06,2026.04.10,6415,weekly,weeklyDown3
2026.04.06,2026.04.10,6328,weekly,weeklyDown4
2026.04.06,2026.04.10,6250,weekly,weeklyDown5
2026.04.06,2026.04.06,6605,daily_monday_smash,dailySmash
2026.04.06,2026.04.06,6667,daily_monday,dailyUp2
2026.04.06,2026.04.06,6550,daily_monday,dailyDown2
